# persistence intervals in dimension 0
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 1)
 [0, 2)
 [0, 2)
 [0, 3)
 [0, )
 [0, )
# persistence intervals in dimension 1
 [10, 17)
 [9, 27)
 [9, 27)
 [9, 10)
 [9, 10)
 [9, 10)
 [6, 14)
 [6, 14)
 [4, )
 [4, )
 [4, )
 [4, )
 [3, )
 [3, )
 [3, )
 [3, )
 [3, )
 [3, )
 [3, 5)
 [3, 5)
 [3, 5)
 [3, )
 [3, 5)
 [3, 5)
 [3, 12)
 [3, 32)
 [3, 21)
 [3, 21)
 [3, 6)
 [3, 5)
 [3, 5)
 [2, )
 [2, )
 [2, )
 [2, )
 [2, )
 [2, )
 [2, )
 [2, )
 [2, )
 [2, )
 [2, )
 [2, )
 [2, )
 [2, )
 [2, 26)
 [2, 26)
 [2, 7)
 [2, 4)
 [2, 3)
 [2, 5)
 [2, 3)
 [2, 7)
 [2, 3)
 [2, )
 [2, 30)
 [2, 3)
 [2, 7)
 [2, )
 [2, 5)
 [2, 5)
 [2, 4)
 [2, 7)
 [2, 3)
 [2, 5)
 [2, 3)
 [2, 30)
 [2, 11)
 [2, 14)
 [2, 3)
 [2, 26)
 [2, 3)
 [2, 3)
 [2, 4)
 [2, 4)
 [2, 4)
 [2, 4)
 [2, 4)
 [2, 3)
 [2, 5)
 [2, 4)
 [2, 3)
 [2, 4)
 [2, 3)
 [2, 3)
 [2, 3)
 [2, 5)
 [2, 3)
 [2, 3)
 [2, 3)
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, )
 [1, 3)
 [1, 3)
 [1, 5)
 [1, 11)
 [1, 15)
 [1, 35)
 [1, 28)
 [1, 18)
 [1, 28)
 [1, 35)
 [1, 5)
 [1, 5)
 [1, 5)
 [1, 5)
 [1, 5)
 [1, 12)
 [1, 5)
 [1, 5)
 [1, 2)
 [1, 12)
 [1, 2)
 [1, )
 [1, 6)
 [1, 6)
 [1, 3)
 [1, 3)
 [1, 4)
 [1, 6)
 [1, 2)
 [1, 8)
 [1, )
 [1, 2)
 [1, )
 [1, 2)
 [1, 2)
 [1, 6)
 [1, 10)
 [1, 2)
 [1, 2)
 [1, )
 [1, 2)
 [1, 2)
 [1, 3)
 [1, 2)
 [1, 2)
 [1, 3)
 [1, )
 [1, 3)
 [1, 4)
 [1, )
 [1, 2)
 [1, 2)
 [1, 3)
 [1, 4)
 [1, 4)
 [1, 2)
 [1, 6)
 [1, 2)
 [1, 4)
 [1, 2)
 [1, 2)
 [1, 2)
 [1, 2)
 [1, 2)
 [1, 2)
 [1, )
 [1, 4)
 [1, 3)
 [1, 3)
 [1, 4)
 [1, 3)
 [1, )
 [1, 3)
 [1, 2)
 [1, 3)
